Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESPACO DO SABER ESCOLA DE EDUCACAO INFANTIL E BERCARIO;35294639;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"QUARESMEIRAS, 78 RUA. JARDIM DAS INDUSTRIAS. 12240-130 São José dos Campos - SP.";(12) 39339859;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2298552;-45.9195386
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESTRELINHA MAGICA ESCOLA DE EDUCACAO INFANTIL;35294640;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"TERESINA, 144 RUA. PARQUE INDUSTRIAL. 12235-610 São José dos Campos - SP.";(12) 39313934;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2285874;-45.902844
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CIRANDA DO SABER;35294652;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MANOEL BOSCO RIBEIRO, 946 RUA. JARDIM DAS INDUSTRIAS. 12241-070 São José dos Campos - SP.";(12) 39318858;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.232332;-45.9237791
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIO DONIZETE BORGES CEDIN;35294664;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"FREDIANO BIANCHI FILHO, 121 RUA. JARDIM SAO JOSE II. 12248-674 São José dos Campos - SP.";(12) 39296741;Privada;Comunitária;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.1698433;-45.77802
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;RENASCER CENTRO RECREATIVO E EDUCACIONAL;35294676;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ABILIA MACHADO, 70 RUA. RESIDENCIAL TATETUBA. 12220-110 São José dos Campos - SP.";(12) 39027753;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1847255;-45.8600146
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASTER COLEGIO;35294688;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ASTRONAUTAS, 1705 AVENIDA. JARDIM DA GRANJA. 12227-010 São José dos Campos - SP.";(12) 39111928;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2075981;-45.8585778
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;IRMAS CARMELITAS CECOI;35294697;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"ANNA ORTEGA TRABALLI, 8 RUA. VILA SAO GERALDO. 12213-215 São José dos Campos - SP.";(12) 39214364;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.1479696;-45.910335
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDEN LAR DAS CRIANCAS II JARDIM SATELITE CECOI;35294706;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MARICA, 177 RUA. JARDIM SATELITE. 12230-100 São José dos Campos - SP.";(12) 39312636;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.2245833;-45.8836082
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;DI THIENE COLEGIO COC;35299480;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"LEONOR DE ALMEIDA RIBEIRO SOUTO, 999 AVENIDA. RESIDENCIAL UNIAO. 12239-050 São José dos Campos - SP.";(12) 39031646;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.2703606;-45.905436
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDEN LAR DAS CRIANCAS I VILA MARIA CECOI;35299509;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA DOS ESTADOS, 418 AVENIDA. VILA MARIA. 12209-450 São José dos Campos - SP.";(12) 32068480;Privada;Filantrópica;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.1762742;-45.8785358
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PAULO CESAR DOS SANTOS MORTARI PROF CEDIN;35302260;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SIMIAO FERREIRA DA MATA, 520 RUA. CAMPO DOS ALEMAES. 12239-450 São José dos Campos - SP.";(12) 39663627;Privada;Filantrópica;Sim;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil;;-23.2721944;-45.8948192
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOSE MADUREIRA LEBRAO EMEI;35306538;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"MAURICIO MALDONADO JUNIOR, 94 RUA. JARDIM MARIANA II. 12226-880 São José dos Campos - SP.";(12) 39129608;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-23.214351;-45.8043545
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;PINGUINHO DE GENTE ESCOLA INFANTIL;35307567;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"SEBASTIAO HUMEL, 721 RUA. CENTRO. 12210-200 São José dos Campos - SP.";(12) 39450126;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1802202;-45.8811659
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ROSALIA JOANA SCHEID CECOI;35307579;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"BATATAIS, 13 RUA. BOSQUE DOS EUCALIPTOS. 12233-740 São José dos Campos - SP.";(12) 39362177;Privada;Comunitária;Sim;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-23.2550316;-45.8882821
ESCOLA PARALISADA;BAIRRO SANTA LUZIA;35313324;SP;São José dos Campos;Rural;Não Informado;Pública;"ESTRADA MUNICIPAL SANTA LUZIA, VILA INDUSTRIAL. 12220-000 São José dos Campos - SP.";;Estadual;Não Informado;Não;;;;;;
ESCOLA PARALISADA;BAIRRO RIO DAS COBRAS;35314614;SP;São José dos Campos;Rural;Não Informado;Pública;"ESTRADA SANTO AGOSTINHO, VILA INDUSTRIAL. 12220-000 São José dos Campos - SP.";;Estadual;Não Informado;Não;;;;;;
ESCOLA PARALISADA;BAIRRO DAS PERNAMBUCANAS;35314729;SP;São José dos Campos;Rural;Não Informado;Pública;"R HONDURAS, 197 AVENIDA. CAPUAVA. 12213-646 São José dos Campos - SP.";(12) 39441424;Estadual;Não Informado;Não;;;;;-23.2785046;-45.835095
ESCOLA PARALISADA;FAZENDA ALVORADA;35315035;SP;São José dos Campos;Urbana;Não Informado;Pública;"ESTRADA MUNICIPAL JOEL DE PAULA, VILA INDUSTRIAL. 12220-000 São José dos Campos - SP.";(12) 39071806;Estadual;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;BAIRRO BOM SUCESSO;35315102;SP;São José dos Campos;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA JUCA DE CARVALHO, 18.000 BONSUCESSO. 12213-690 São José dos Campos - SP.";(12) 996089208;Estadual;Não Informado;Não;Sim;Até 50 matrículas de escolarização;Ensino Fundamental;;-23.1043865;-46.0031964
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;BAIRRO BENGALAR;35315114;SP;São José dos Campos;Rural;A escola não está em área de localização diferenciada;Pública;"ESTRADA SANTO IVO, S/N BENGALAR. 12213-690 São José dos Campos - SP.";(12) 39489009;Estadual;Não Informado;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Fundamental;;-23.1165518;-45.9714256
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JANE PALUMBO PROFA EMEI;35347590;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA EDILSON SABINO DOS SANTOS, SN RUA. CONJUNTO RESIDENCIAL DOM PEDRO I. 12232-610 São José dos Campos - SP.";(12) 39668339;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-23.2738681;-45.8929218
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EDERA IRENE PEREIRA DE OLIVEIRA CARDOSO PROFA EMEI;35347607;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA LUIS ANTONIO RIBEIRO DE MACEDO, 330 RUA. JARDIM PARAISO DO SOL. 12225-250 São José dos Campos - SP.";(12) 39071481;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-23.1832025;-45.7976365
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JOSE SODERO BITENCOURT PROF EMEI;35347620;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOSE ANTONIO MONTEIRO SANTOS, 15 RUA. RESIDENCIAL BOSQUE DOS IPES. 12236-874 São José dos Campos - SP.";(12) 39394096;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Educação Infantil;Atendimento Educacional Especializado;-23.2565672;-45.8984296
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;METAMORFOSE ESCOLA INFANTIL;35347632;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"JORGE BARBOSA MOREIRA, 289 RUA. VILA EMA. 12243-070 São José dos Campos - SP.";(12) 39117401;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2053219;-45.9015786
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;BEBE ABA BERCARIO;35347772;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA SAO JOAO, 2500 BLOCO C. JARDIM DAS COLINAS. 12242-000 São José dos Campos - SP.";(12) 20129707;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2095582;-45.9095074
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SONIA MARIA ALEXANDRE PEREIRA PROFESSORA;35351064;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"WALDEMAR TEIXEIRA, 1000 RUA. JARDIM TORRAO DE OURO. 12229-010 São José dos Campos - SP.";(12) 39445447;Estadual;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Ensino Fundamental, Ensino Médio";;-23.2712391;-45.8623713
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;HOMERA DA SILVA BRAGA PROFA EMEF;35359981;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"JOAQUIM DE PAULA, 670 RUA. CIDADE MORUMBI. 12236-450 São José dos Campos - SP.";(12) 39379166;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-23.2507553;-45.9000861
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ARCO - IRIS CENTRO EDUCACIONAL;35367321;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA ANESIA PEDROSA PUPIO, 199 RUA. RESIDENCIAL JATOBA. 12228-176 São José dos Campos - SP.";(12) 39442933;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2547355;-45.827032
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ESCOLA DE TECNOLOGIA E EDUCACAO PROFISSIONAL - ETEP;35371531;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RIO BRANCO BARAO, 882 AVENIDA. JARDIM ESPLANADA. 12242-800 São José dos Campos - SP.";(12) 39472255;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Profissional;;-23.199047;-45.9056007
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CICLO COLEGIO;35371555;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MANOEL SALDANHA, 350 RUA. CONJUNTO RESIDENCIAL VALE DOS PINHEIROS. 12242-330 São José dos Campos - SP.";(12) 39217132;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1971042;-45.9117643
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;POLIEDRO ENSINO FUNDAMENTAL COLEGIO;35372341;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MARIA DEMETRIA KFURI IRMA, 670 RUA. JARDIM ESPLANADA. 12242-500 São José dos Campos - SP.";(12) 39281616;Privada;Particular;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;;-23.20325827;-45.90639309
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;FAVO DE MEL ESCOLA DE EDUCACAO INFANTIL;35380261;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CAJUEIROS, 341 RUA. JARDIM DAS INDUSTRIAS. 12241-190 São José dos Campos - SP.";(12) 39379244;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.2327819;-45.9237475
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MOPPE II ESCOLA;35385165;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"LINEU DE MOURA, 1645 AVENIDA. URBANOVA. 12244-380 São José dos Campos - SP.";(12) 39499380;Privada;Particular;Não;Sim;Entre 201 e 500 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.1963588;-45.9189525
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ETEC PROFESSORA ILZA NASCIMENTO PINTUS;35406284;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"SALMAO, 570 AVENIDA. PARQUE RESIDENCIAL AQUARIUS. 12246-260 São José dos Campos - SP.";(12) 39411571;Estadual;Não Informado;Não;Sim;Mais de 1000 matrículas de escolarização;"Ensino Médio, Educação Profissional";;-23.2199059;-45.9069379
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;LOURDES DE OLIVEIRA MENDES PROFA EMEI;35418365;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RIO UNA, 484 RUA. JARDIM PARARANGABA. 12224-720 São José dos Campos - SP.";(12) 39028879;Municipal;Não Informado;Não;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.173971;-45.8073178
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;OPCAO KIDS ESCOLA;35418420;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"PANDIA CALOGERAS, 205 RUA. JARDIM ESPLANADA. 12242-710 São José dos Campos - SP.";(12) 39220063;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.1970232;-45.9005966
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIA APARECIDA BARBOZA PEDROZA CEDIN;35418559;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"BENEDITO PEREIRA LIMA, 390 RUA. JARDIM TELESPARK. 12212-700 São José dos Campos - SP.";(12) 39418385;Privada;Comunitária;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.1609726;-45.9102191
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;AMALIA BONDESAN DOS SANTOS CEDIN;35420013;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA GENERAL EUGENIO AUGUSTO DE MELO, 145 RUA. EUGENIO DE MELLO. 12247-160 São José dos Campos - SP.";(12) 39055059;Privada;Comunitária;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.1378439;-45.7832375
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CRER SER CENTRO DE EDUCACAO INFANTIL;35431114;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"PIRANGUINHO, 311 RUA. VILA IRACEMA. 12228-170 São José dos Campos - SP.";(12) 39446678;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-23.25274;-45.82847
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;SANTO ANTONIO SANT ANNA GALVAO CEDIN;35436367;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"DOMINGOS MALDONADO CAMPOY, SN AVENIDA. PARQUE RESIDENCIAL FLAMBOYANT. 12227-801 São José dos Campos - SP.";(12) 39117283;Privada;Filantrópica;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.2157811;-45.8519183
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIA APARECIDA SANTOS RONCONI PROFA EMEF;35436987;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"ANA GONCALVES DA CUNHA, 400 RUA. MONTE CASTELO. 12215-390 São José dos Campos - SP.";(12) 39114549;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-23.1878078;-45.8687384
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ILGA PUSPLATAIS PROFA EMEF;35436999;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"UBERLANDIA, 465 RUA. JARDIM ISMENIA. 12220-690 São José dos Campos - SP.";(12) 39023695;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-23.1748634;-45.8475476
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;BERCARIO E EDUCACAO INFANTIL ECCOS;35439502;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"CALI, 17 RUA. JARDIM AMERICA. 12235-010 São José dos Campos - SP.";(12) 37972070;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2311742;-45.8994121
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;NOVA GERACAO COLEGIO;35439526;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MASSAGUACU, 390 RUA. JARDIM SATELITE. 12230-650 São José dos Campos - SP.";(12) 39377373;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Ensino Médio;;-23.2311268;-45.8843159
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;VERA MAGALDI CENTRO EDUCACIONAL;35440516;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"IPANEMA, 388 RUA. JARDIM SATELITE. 12230-070 São José dos Campos - SP.";(12) 39375434;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;"Educação Infantil, Ensino Fundamental";;-23.22635;-45.88218
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;BBKIDS ESCOLA;35441478;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"JOSE DOMINGOS AURICCHIO, 95 RUA. JARDIM PORTUGAL. 12232-270 São José dos Campos - SP.";(12) 39163806;Privada;Particular;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;Atividade Complementar;-23.2553198;-45.8839782
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;JARDIM CASTANHEIRAS CENTRO DE EDUCACAO INFANTIL;35441485;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Privada;"MARIA MONTEZI SANTANA, 171 RUA. JARDIM CASTANHEIRA. 12225-320 São José dos Campos - SP.";(12) 39078068;Privada;Comunitária;Sim;Sim;Entre 201 e 500 matrículas de escolarização;Educação Infantil;;-23.1842862;-45.7936067
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;MARIA AUGUSTA MOREIRA DA COSTA PROFA EMEF;35447535;SP;São José dos Campos;Urbana;A escola não está em área de localização diferenciada;Pública;"RUA DOS CANINDES, SN RUA. JARDIM UIRA. 12227-621 São José dos Campos - SP.";(12) 39118948;Municipal;Não Informado;Não;Sim;Entre 501 e 1000 matrículas de escolarização;Ensino Fundamental;"Atendimento Educacional Especializado, Atividade Complementar";-23.2116399;-45.8534233
